"Ta","Humidity","maxTime","Pdgrowth"
0,89,720,0.374033315381091
1,89,840,0.436371210346798
2,89,984,0.511176684305646
3,89,1200,0.623384895243917
4,89,1512,0.785463422154756
5,89,2064,1.07220438910852
6,89,3072,1.59492472697592
7,89,2760,1.65735902008792
8,89,2472,1.67744614221014
9,89,2208,1.66087874279801
10,89,1992,1.63275047941028
11,89,1776,1.56052755413088
12,89,1584,1.46691175002534
13,89,1416,1.35589898143966
14,89,1248,1.207168860212
15,89,1104,1.04564597338008
16,89,960,0.850897849668134
17,89,840,0.647517163119765
18,89,744,0.432665244969009
19,89,648,0.189767193877922
20,89,576,0
21,89,504,0
22,89,432,0
-10,90,312,0.179138817431332
-9,90,336,0.192918220989528
-8,90,336,0.192918220989528
-7,90,384,0.220477028105922
-6,90,408,0.234256431664118
-5,90,432,0.248035835222314
-4,90,480,0.275594642338708
-3,90,504,0.289374045896904
-2,90,576,0.330712256571494
-1,90,648,0.372050467246084
0,90,720,0.413388677920673
1,90,840,0.482285695711656
2,90,984,0.564962117060835
3,90,1200,0.688976749084604
4,90,1512,0.868108995341158
5,90,2064,1.18494613026229
6,90,3000,1.72106345153055
7,90,2688,1.78352117145568
8,90,2424,1.81737644449101
9,90,2160,1.79512027565843
10,90,1944,1.76042322019004
11,90,1728,1.67749842550123
12,90,1560,1.59600248292263
13,90,1392,1.47258119739857
14,90,1224,1.30814442873312
15,90,1104,1.1554671556864
16,90,960,0.940428359333352
17,90,840,0.715648186900938
18,90,744,0.478189792847005
19,90,648,0.209734283455426
20,90,576,0
21,90,504,0
22,90,432,0
-10,91,312,0.199687982151455
-9,91,336,0.215048032704661
-8,91,336,0.215048032704661
-7,91,384,0.245768133811074
-6,91,408,0.26112818436428
-5,91,432,0.276488234917486
-4,91,480,0.307208336023899
-3,91,504,0.322568386577105
-2,91,576,0.368648538236724
-1,91,648,0.414728689896343
0,91,720,0.460808841555961
1,91,840,0.537609094321992
2,91,984,0.62976939764123
3,91,1200,0.768009852620086
4,91,1512,0.967690509811767
5,91,2040,1.30536754035544
6,91,2928,1.87193178438394
7,91,2616,1.93424745135392
8,91,2352,1.96497962434392
9,91,2112,1.95571820609196
10,91,1872,1.88894166445429
11,91,1680,1.81712301275866
12,91,1512,1.72352153879766
13,91,1344,1.58421087784909
14,91,1224,1.45737977147563
15,91,1080,1.25963247799571
16,91,960,1.04828244318425
17,91,840,0.797740793546182
18,91,744,0.533043346987839
19,91,648,0.233793079868071
20,91,576,0
21,91,504,0
22,91,432,0
-10,92,312,0.224928852119555
-9,92,336,0.242230436832904
-8,92,336,0.242230436832904
-7,92,384,0.276833606259601
-6,92,408,0.294135190972949
-5,92,432,0.311436775686298
-4,92,480,0.346039945112995
-3,92,504,0.363341529826343
-2,92,576,0.415246283966389
-1,92,648,0.467151038106435
0,92,720,0.51905579224648
1,92,840,0.605563715813223
2,92,984,0.709373224093314
3,92,1200,0.865087486513451
4,92,1512,1.08998737864812
5,92,2016,1.45280352618606
6,92,2808,2.02154573943239
7,92,2520,2.09802312855268
8,92,2256,2.1221705428133
9,92,2040,2.12677415156651
10,92,1824,2.07191740985293
11,92,1632,1.98709768717859
12,92,1464,1.87856801340874
13,92,1320,1.75131584082258
14,92,1176,1.57637781276747
15,92,1056,1.38662438984768
16,92,960,1.18046605715196
17,92,840,0.898576464382279
18,92,744,0.600420850950379
19,92,648,0.263344886966387
20,92,576,0
21,92,504,0
22,92,432,0
-10,93,312,0.256675281156656
-9,93,336,0.27641880929414
-8,93,336,0.27641880929414
-7,93,384,0.315905865569108
-6,93,408,0.335649393706592
-5,93,432,0.355392921844076
-4,93,480,0.394879978119044
-3,93,504,0.414623506256529
-2,93,576,0.473854090668981
-1,93,648,0.533084675081433
0,93,720,0.592315259493885
1,93,840,0.691032900181305
2,93,984,0.809494069006209
3,93,1200,0.987185822243565
4,93,1512,1.24369708551773
5,93,1968,1.61797581223807
6,93,2712,2.22706267728909
7,93,2424,2.30183740216869
8,93,2160,2.31744239678612
9,93,1944,2.31144644199749
10,93,1752,2.26947769666986
11,93,1560,2.16601790600563
12,93,1416,2.07168378952197
13,93,1272,1.92423014930073
14,93,1152,1.76050669185248
15,93,1032,1.54515763836825
16,93,936,1.31273501874672
17,93,840,1.02539465443234
18,93,744,0.685164172038241
19,93,648,0.300513350183004
20,93,576,0
21,93,504,0
22,93,432,0
-10,94,312,0.297814443498832
-9,94,336,0.320722406503573
-8,94,336,0.320722406503573
-7,94,384,0.366538332513057
-6,94,408,0.389446295517798
-5,94,432,0.41235425852254
-4,94,480,0.458170184532023
-3,94,504,0.481078147536766
-2,94,576,0.54980203655099
-1,94,648,0.618525925565216
0,94,720,0.687249814579441
1,94,840,0.801789629603149
2,94,984,0.9392374076316
3,94,1176,1.12246280295323
4,94,1488,1.41984359775688
5,94,1920,1.83083374309212
6,94,2568,2.44565860124358
7,94,2304,2.53709756269231
8,94,2064,2.56759147885773
9,94,1848,2.54758246891646
10,94,1656,2.48699679506442
11,94,1488,2.39495850994882
12,94,1344,2.27932418562574
13,94,1224,2.1459350428366
14,94,1104,1.95541657975117
15,94,1008,1.74903105121013
16,94,912,1.48275319310655
17,94,840,1.18930437548732
18,94,744,0.794980278900983
19,94,648,0.348678749840731
20,94,576,0
21,94,504,0
22,94,432,0
-10,95,312,0.353238570318383
-9,95,336,0.380409771303916
-8,95,336,0.380409771303916
-7,95,384,0.434752173274982
-6,95,408,0.461923374260515
-5,95,432,0.489094575246047
-4,95,480,0.543436977217113
-3,95,504,0.570608178202646
-2,95,576,0.652121781159244
-1,95,648,0.733635384115843
0,95,720,0.815148987072441
1,95,840,0.951004992000105
2,95,984,1.11399930320006
3,95,1176,1.33111645395716
4,95,1464,1.65632686779255
5,95,1848,2.08907665229221
6,95,2424,2.73636327589285
7,95,2160,2.81916936926854
8,95,1944,2.86591177152397
9,95,1752,2.86178103969841
10,95,1560,2.77584290014944
11,95,1416,2.69971485218815
12,95,1272,2.55527198793943
13,95,1152,2.39235109727735
14,95,1056,2.21497551808651
15,95,960,1.97283625553233
16,95,888,1.70986445374847
17,95,816,1.36913462286989
18,95,744,0.942928401494384
19,95,648,0.413568870761046
20,95,576,0
21,95,504,0
22,95,432,0
-10,96,312,0.43195119708548
-9,96,336,0.465176993411664
-8,96,336,0.465176993411664
-7,96,384,0.531628586064032
-6,96,408,0.564854382390216
-5,96,432,0.5980801787164
-4,96,480,0.664531771368769
-3,96,504,0.697757567694953
-2,96,576,0.797434956673506
-1,96,648,0.897112345652058
0,96,720,0.99678973463061
1,96,840,1.16285117272414
2,96,960,1.32876733233488
3,96,1152,1.5939316402796
4,96,1416,1.95792914555404
5,96,1752,2.42019396317718
6,96,2256,3.1114979666049
7,96,2016,3.21422554184326
8,96,1800,3.24132645715694
9,96,1608,3.20809991629365
10,96,1464,3.18053592127638
11,96,1320,3.07241977913557
12,96,1200,2.9420452924425
13,96,1080,2.73717408973492
14,96,984,2.5188936841871
15,96,912,2.28664924472078
16,96,840,1.97388352092945
17,96,792,1.62212113288763
18,96,720,1.11566132936369
19,96,648,0.505724979697176
20,96,576,0
21,96,504,0
22,96,432,0
-10,97,312,0.552534636116258
-9,97,336,0.595035741349051
-8,97,336,0.595035741349051
-7,97,384,0.680037951814639
-6,97,408,0.722539057047431
-5,97,432,0.765040162280225
-4,97,480,0.850042372745812
-3,97,504,0.892543477978606
-2,97,576,1.02004605416543
-1,97,648,1.14749554084645
0,97,720,1.27485933719006
1,97,816,1.44454473866005
2,97,960,1.69878872064197
3,97,1128,1.99497735602921
4,97,1344,2.37511522916451
5,97,1632,2.88078998135546
6,97,2040,3.59488143445285
7,97,1824,3.71493754705706
8,97,1632,3.75334998203037
9,97,1464,3.72944218192045
10,97,1320,3.66126006484051
11,97,1200,3.56483702949042
12,97,1080,3.37928944751982
13,97,984,3.18158757285703
14,97,912,2.97696508244244
15,97,840,2.68578118578914
16,97,792,2.37258226377959
17,97,744,1.94379602223565
18,97,720,1.42470203702578
19,97,648,0.646903098121486
20,97,576,0
21,97,504,0
22,97,432,0
-10,98,312,0.760504184798115
-9,98,336,0.819002360795327
-8,98,336,0.819002360795327
-7,98,384,0.935998712789752
-6,98,408,0.994496888786963
-5,98,432,1.052988964386
-4,98,480,1.16991970718241
-3,98,504,1.22835804926229
-2,98,576,1.40356497494881
-1,98,624,1.52027976025994
0,98,696,1.69521749848293
1,98,792,1.92821754437566
2,98,912,2.21906688601491
3,98,1056,2.56750102427227
4,98,1248,3.031092804026
5,98,1488,3.60900760363263
6,98,1800,4.35770510067888
7,98,1608,4.49800197249659
8,98,1440,4.54706217800557
9,98,1296,4.53122526246674
10,98,1176,4.4747772192967
11,98,1056,4.30297901635327
12,98,960,4.11805068505695
13,98,888,3.93350739703088
14,98,816,3.64863901657918
15,98,744,3.25898981219433
16,98,696,2.85708028841038
17,98,672,2.40550137781799
18,98,672,1.82361206482893
19,98,648,0.890392169327715
20,98,576,0
21,98,504,0
22,98,432,0
-10,99,312,1.20472953606636
-9,99,336,1.29728680658904
-8,99,336,1.29728681473724
-7,99,360,1.38979894827792
-6,99,408,1.57468795728851
-5,99,432,1.66706498163589
-4,99,456,1.75939711229233
-3,99,504,1.9439268877917
-2,99,552,2.12827785522371
-1,99,600,2.31245049370227
0,99,672,2.58837626296553
1,99,744,2.86390374110966
2,99,840,3.23065704031155
3,99,960,3.68811340719847
4,99,1104,4.23562621113272
5,99,1272,4.87242964551659
6,99,1464,5.59764393099045
7,99,1320,5.82792134752937
8,99,1176,5.85863728021852
9,99,1056,5.82207725833987
10,99,960,5.75652265814611
11,99,864,5.54474558996672
12,99,792,5.34619115766248
13,99,720,5.01809130904825
14,99,672,4.72293667859173
15,99,624,4.29263502963504
16,99,600,3.86409696020849
17,99,576,3.23706653672513
18,99,576,2.45850977637895
19,99,624,1.35620950617516
20,99,576,0
21,99,504,0
22,99,432,0
-10,100,288,2.59539017093853
-9,100,312,2.81029947046162
-8,100,336,3.02496730652325
-7,100,336,3.02496730569677
-6,100,360,3.23939449705679
-5,100,384,3.45358183126255
-4,100,408,3.66753018620181
-3,100,456,4.09471283435511
-2,100,480,4.30794880306337
-1,100,528,4.73371385102985
0,100,576,5.1585416754119
1,100,624,5.5824383346561
2,100,672,6.00541009307086
3,100,744,6.63814637926306
4,100,816,7.26883514431005
5,100,912,8.10660243182545
6,100,1008,8.94081049019781
7,100,888,9.08812633600276
8,100,816,9.40343681664141
9,100,720,9.17451386805459
10,100,648,8.96987636969168
11,100,600,8.8661990416007
12,100,552,8.56355572182669
13,100,504,8.05935367515628
14,100,480,7.71848746676853
15,100,456,7.15936564346472
16,100,432,6.34895615103174
17,100,432,5.53123840992096
18,100,432,4.21621315451538
19,100,504,2.52676246773864
20,100,576,0
21,100,504,0
22,100,432,0
